Дата,Номер_договора,ID_клиента,Название_клиента,Тип_клиента,ID_менеджера,ФИО_менеджера,Категория,Количество,Цена_за_ед,Сумма,Статус
2026-04-08,Д-2026-00389,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Арматура,8,682.7,5461.56,В работе
2026-04-08,Д-2026-01119,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Трубы,12,447.54,5370.46,В работе
2026-04-08,Д-2026-00752,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Лист,249,660.35,164426.6,Оплачено
2026-04-08,Д-2026-01590,64,Кузнецов Андрей.,Розница,2,Петров Б.В.,Лист,4,655.94,2623.74,Оплачено
2026-04-08,Д-2026-01313,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Лист,161,450.58,72542.58,Оплачено
2026-04-08,Д-2026-00709,68,Козлов Андрей.,Розница,4,Кузнецов Д.Е.,Лист,2,518.95,1037.91,В работе
2026-04-08,Д-2026-00560,27,ООО «УралСталь-027»,Опт,5,Соколова Е.Д.,Арматура,936,304.15,284686.93,Оплачено
2026-04-09,Д-2026-01773,159,ООО «ТрубМаркет-159»,Опт,1,Иванов А.А.,Метизы,487,53.05,25835.02,В работе
2026-04-09,Д-2026-00414,172,ООО «ЦентрСталь-172»,Опт,2,Петров Б.В.,Метизы,275,198.43,54568.11,Оплачено
2026-04-09,Д-2026-01352,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Трубы,9,728.35,6555.13,Оплачено
2026-04-09,Д-2026-01189,86,ООО «ПрофМет-086»,Опт,2,Петров Б.В.,Метизы,1496,147.16,220152.91,Оплачено
2026-04-09,Д-2026-00880,64,Кузнецов Андрей.,Розница,2,Петров Б.В.,Лист,2,420.89,841.77,Отменено
2026-04-09,Д-2026-01791,192,Зайцев Александр.,Розница,2,Петров Б.В.,Лист,7,482.51,3377.59,Оплачено
2026-04-09,Д-2026-00157,36,Ковалев Петр.,Розница,2,Петров Б.В.,Метизы,43,140.79,6053.87,В работе
2026-04-09,Д-2026-00889,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Метизы,58,218.62,12679.85,Оплачено
2026-04-09,Д-2026-00350,56,Ковалев Сергей.,Розница,2,Петров Б.В.,Арматура,20,476.46,9529.17,Оплачено
2026-04-09,Д-2026-00118,27,ООО «УралСталь-027»,Опт,5,Соколова Е.Д.,Трубы,165,527.67,87065.46,Отозвано
2026-04-09,Д-2026-01331,46,Попов Сергей.,Розница,2,Петров Б.В.,Трубы,7,421.88,2953.14,Оплачено
2026-04-09,Д-2026-00758,144,ООО «АрмСтрой-144»,Опт,2,Петров Б.В.,Лист,281,408.02,114653.16,Оплачено
2026-04-09,Д-2026-01807,171,Волков Владимир.,Розница,4,Кузнецов Д.Е.,Арматура,20,495.5,9910.01,Оплачено
2026-04-09,Д-2026-01451,194,Васильев Александр.,Розница,2,Петров Б.В.,Лист,7,203.52,1424.62,Оплачено
2026-04-09,Д-2026-00477,136,ООО «БелМеталл-136»,Опт,5,Соколова Е.Д.,Арматура,725,153.68,111418.47,Оплачено
2026-04-09,Д-2026-01945,194,Васильев Александр.,Розница,2,Петров Б.В.,Арматура,29,331.1,9601.92,Оплачено
2026-04-09,Д-2026-01013,7,ООО «УралСталь-007»,Опт,1,Иванов А.А.,Трубы,447,321.32,143628.07,Оплачено
2026-04-09,Д-2026-00975,197,Павлов Александр.,Розница,3,Сидоров В.Г.,Трубы,2,353.93,707.87,Оплачено
2026-04-09,Д-2026-00501,157,Павлов Михаил.,Розница,4,Кузнецов Д.Е.,Арматура,22,155.95,3430.81,Отменено
2026-04-10,Д-2026-01023,169,ООО «ВолгаМет-169»,Опт,2,Петров Б.В.,Трубы,284,965.61,274232.02,Оплачено
2026-04-10,Д-2026-00152,61,Иванов Андрей.,Розница,2,Петров Б.В.,Арматура,13,570.69,7418.92,Отменено
2026-04-10,Д-2026-00106,179,Егоров Владимир.,Розница,2,Петров Б.В.,Трубы,2,995.54,1991.08,Оплачено
2026-04-10,Д-2026-00235,30,ООО «ДонСталь-030»,Опт,5,Соколова Е.Д.,Лист,198,665.44,131757.37,Оплачено
2026-04-10,Д-2026-01118,41,ООО «СтальПром-041»,Опт,2,Петров Б.В.,Трубы,395,565.62,223418.77,Оплачено
2026-04-10,Д-2026-00591,58,ООО «СтальИндустрия-058»,Опт,5,Соколова Е.Д.,Трубы,462,255.56,118067.32,Оплачено
2026-04-10,Д-2026-00063,48,Козлов Сергей.,Розница,2,Петров Б.В.,Трубы,11,1040.33,11443.58,Оплачено
2026-04-11,Д-2026-00515,127,Лебедев Николай.,Розница,3,Сидоров В.Г.,Арматура,17,367.39,6245.67,Оплачено
2026-04-11,Д-2026-01931,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Метизы,20,209.48,4189.67,Оплачено
2026-04-11,Д-2026-00571,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Метизы,58,96.21,5580.24,В работе
2026-04-11,Д-2026-00283,41,ООО «СтальПром-041»,Опт,2,Петров Б.В.,Трубы,317,493.66,156489.26,Оплачено
2026-04-11,Д-2026-00026,161,Иванов Владимир.,Розница,2,Петров Б.В.,Лист,6,606.87,3641.2,Оплачено
2026-04-11,Д-2026-00644,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Лист,151,551.02,83204.24,Оплачено
2026-04-11,Д-2026-00290,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Арматура,130,433.98,56417.93,Оплачено
2026-04-11,Д-2026-00746,152,ООО «ЦентрСталь-152»,Опт,5,Соколова Е.Д.,Трубы,422,969.4,409088.79,В работе
2026-04-11,Д-2026-01629,41,ООО «СтальПром-041»,Опт,2,Петров Б.В.,Арматура,738,240.09,177183.96,Оплачено
2026-04-11,Д-2026-01744,184,Кузнецов Александр.,Розница,2,Петров Б.В.,Лист,1,608.17,608.17,Отозвано
2026-04-11,Д-2026-00504,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Арматура,29,561.49,16283.17,Оплачено
2026-04-11,Д-2026-01264,42,Петров Сергей.,Розница,2,Петров Б.В.,Трубы,13,1188.49,15450.41,Отменено
2026-04-11,Д-2026-01844,143,Сидоров Михаил.,Розница,2,Петров Б.В.,Трубы,2,1198.83,2397.66,Оплачено
2026-04-11,Д-2026-00987,111,ООО «КавказМет-111»,Опт,2,Петров Б.В.,Лист,229,203.01,46489.95,Оплачено
2026-04-12,Д-2026-01614,171,Волков Владимир.,Розница,4,Кузнецов Д.Е.,Трубы,9,726.43,6537.85,Оплачено
2026-04-12,Д-2026-00156,74,Васильев Андрей.,Розница,3,Сидоров В.Г.,Лист,1,883.71,883.71,Отменено
2026-04-12,Д-2026-01637,185,ООО «ЛистМет-185»,Опт,5,Соколова Е.Д.,Лист,193,415.26,80145.01,Оплачено
2026-04-12,Д-2026-00208,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Арматура,23,549.29,12633.65,Отменено
2026-04-12,Д-2026-00366,68,Козлов Андрей.,Розница,4,Кузнецов Д.Е.,Трубы,14,792.03,11088.43,Оплачено
2026-04-12,Д-2026-00038,90,Морозов Алексей.,Розница,3,Сидоров В.Г.,Арматура,17,588.51,10004.71,Оплачено
2026-04-12,Д-2026-00241,116,Ковалев Дмитрий.,Розница,3,Сидоров В.Г.,Арматура,22,398.43,8765.53,Оплачено
2026-04-12,Д-2026-01438,199,Егоров Александр.,Розница,3,Сидоров В.Г.,Арматура,19,648.29,12317.59,Оплачено
2026-04-12,Д-2026-00652,14,ООО «ЮгМет-014»,Опт,2,Петров Б.В.,Лист,175,813.49,142360.81,Оплачено
2026-04-12,Д-2026-00653,199,Егоров Александр.,Розница,3,Сидоров В.Г.,Трубы,5,781.19,3905.97,Отменено
2026-04-13,Д-2026-01057,48,Козлов Сергей.,Розница,2,Петров Б.В.,Лист,1,862.04,862.04,Оплачено
2026-04-13,Д-2026-00899,84,ООО «АрмСтрой-084»,Опт,2,Петров Б.В.,Трубы,59,764.11,45082.47,Оплачено
2026-04-13,Д-2026-00101,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,89,297.33,26462.78,В работе
2026-04-13,Д-2026-01081,180,ООО «АрмТорг-180»,Опт,5,Соколова Е.Д.,Лист,226,629.24,142207.39,Оплачено
2026-04-13,Д-2026-01963,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Арматура,15,445.35,6680.32,Отменено
2026-04-13,Д-2026-00295,46,Попов Сергей.,Розница,2,Петров Б.В.,Арматура,4,242.59,970.34,Оплачено
2026-04-13,Д-2026-00580,26,Попов Петр.,Розница,2,Петров Б.В.,Арматура,16,231.6,3705.57,Оплачено
2026-04-14,Д-2026-00851,130,Морозов Николай.,Розница,3,Сидоров В.Г.,Арматура,14,313.29,4386.1,Оплачено
2026-04-14,Д-2026-01795,11,ООО «КавказМет-011»,Опт,2,Петров Б.В.,Лист,238,515.28,122636.44,Оплачено
2026-04-14,Д-2026-01510,56,Ковалев Сергей.,Розница,2,Петров Б.В.,Арматура,6,549.4,3296.4,Оплачено
2026-04-14,Д-2026-00469,199,Егоров Александр.,Розница,3,Сидоров В.Г.,Трубы,7,1056.1,7392.68,Отозвано
2026-04-14,Д-2026-01383,136,ООО «БелМеталл-136»,Опт,5,Соколова Е.Д.,Метизы,515,79.36,40870.24,Оплачено
2026-04-14,Д-2026-00769,161,Иванов Владимир.,Розница,2,Петров Б.В.,Арматура,13,397.1,5162.27,Оплачено
2026-04-14,Д-2026-01036,197,Павлов Александр.,Розница,3,Сидоров В.Г.,Арматура,28,642.3,17984.31,Отозвано
2026-04-14,Д-2026-00676,187,Лебедев Александр.,Розница,3,Сидоров В.Г.,Арматура,20,550.88,11017.57,Оплачено
2026-04-14,Д-2026-00028,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Трубы,5,302.44,1512.2,Оплачено
2026-04-15,Д-2026-01311,76,Ковалев Андрей.,Розница,3,Сидоров В.Г.,Арматура,15,565.18,8477.7,В работе
2026-04-15,Д-2026-01927,24,Кузнецов Петр.,Розница,4,Кузнецов Д.Е.,Метизы,60,148.35,8901.08,Оплачено
2026-04-15,Д-2026-01284,166,Попов Владимир.,Розница,2,Петров Б.В.,Трубы,14,991.07,13875.05,Оплачено
2026-04-15,Д-2026-00557,81,Иванов Алексей.,Розница,3,Сидоров В.Г.,Арматура,14,658.34,9216.76,Оплачено
2026-04-15,Д-2026-00598,25,Соколов Петр.,Розница,2,Петров Б.В.,Трубы,9,349.87,3148.87,Оплачено
2026-04-15,Д-2026-01969,179,Егоров Владимир.,Розница,2,Петров Б.В.,Арматура,9,448.03,4032.26,Оплачено
2026-04-15,Д-2026-01424,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Трубы,14,530.8,7431.19,Оплачено
2026-04-15,Д-2026-00476,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Трубы,394,270.4,106537.89,Оплачено
2026-04-16,Д-2026-00100,30,ООО «ДонСталь-030»,Опт,5,Соколова Е.Д.,Трубы,414,817.57,338472.18,Оплачено
2026-04-16,Д-2026-00430,75,Федоров Андрей.,Розница,2,Петров Б.В.,Трубы,6,956.31,5737.87,В работе
2026-04-16,Д-2026-01982,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Арматура,854,486.32,415317.44,Отменено
2026-04-16,Д-2026-00258,30,ООО «ДонСталь-030»,Опт,5,Соколова Е.Д.,Арматура,711,294.86,209648.94,Оплачено
2026-04-16,Д-2026-01290,4,Кузнецов Иван.,Розница,3,Сидоров В.Г.,Арматура,6,552.85,3317.1,Отозвано
2026-04-16,Д-2026-00471,152,ООО «ЦентрСталь-152»,Опт,5,Соколова Е.Д.,Трубы,97,565.7,54872.52,Оплачено
2026-04-16,Д-2026-01262,161,Иванов Владимир.,Розница,2,Петров Б.В.,Трубы,7,322.93,2260.48,Оплачено
2026-04-16,Д-2026-01072,63,Сидоров Андрей.,Розница,3,Сидоров В.Г.,Трубы,5,1103.35,5516.75,Оплачено
2026-04-16,Д-2026-00348,185,ООО «ЛистМет-185»,Опт,5,Соколова Е.Д.,Метизы,819,202.73,166038.84,В работе
2026-04-16,Д-2026-01738,91,ООО «КавказМет-091»,Опт,2,Петров Б.В.,Трубы,426,333.12,141907.36,Оплачено
2026-04-16,Д-2026-00898,75,Федоров Андрей.,Розница,2,Петров Б.В.,Трубы,6,856.29,5137.76,Оплачено
2026-04-16,Д-2026-00475,89,Новиков Алексей.,Розница,3,Сидоров В.Г.,Трубы,10,630.65,6306.52,Оплачено
2026-04-16,Д-2026-01823,127,Лебедев Николай.,Розница,3,Сидоров В.Г.,Метизы,78,120.46,9395.8,В работе
2026-04-16,Д-2026-00207,51,Волков Сергей.,Розница,2,Петров Б.В.,Трубы,6,977.87,5867.21,Оплачено
2026-04-16,Д-2026-01308,56,Ковалев Сергей.,Розница,2,Петров Б.В.,Трубы,6,538.14,3228.82,Оплачено
2026-04-16,Д-2026-01765,98,Семенов Алексей.,Розница,2,Петров Б.В.,Лист,3,286.76,860.27,В работе
2026-04-17,Д-2026-00845,90,Морозов Алексей.,Розница,3,Сидоров В.Г.,Трубы,14,315.27,4413.81,Отозвано
2026-04-17,Д-2026-00696,138,Семенов Николай.,Розница,2,Петров Б.В.,Трубы,10,940.6,9406.0,Отменено
2026-04-17,Д-2026-01760,32,ООО «ЦентрСталь-032»,Опт,2,Петров Б.В.,Арматура,169,268.33,45347.81,В работе
2026-04-17,Д-2026-01991,106,ООО «ПрофМет-106»,Опт,2,Петров Б.В.,Арматура,963,221.12,212935.07,Оплачено
2026-04-17,Д-2026-00223,198,Семенов Александр.,Розница,3,Сидоров В.Г.,Арматура,13,163.31,2122.97,Отменено
2026-04-17,Д-2026-01996,192,Зайцев Александр.,Розница,2,Петров Б.В.,Метизы,31,195.73,6067.72,Оплачено
2026-04-17,Д-2026-00594,186,Попов Александр.,Розница,4,Кузнецов Д.Е.,Метизы,75,42.54,3190.63,Оплачено
2026-04-17,Д-2026-01772,25,Соколов Петр.,Розница,2,Петров Б.В.,Трубы,14,641.37,8979.16,В работе
2026-04-17,Д-2026-00359,84,ООО «АрмСтрой-084»,Опт,2,Петров Б.В.,Лист,143,774.69,110780.55,Отозвано
2026-04-17,Д-2026-01879,68,Козлов Андрей.,Розница,4,Кузнецов Д.Е.,Метизы,41,69.53,2850.57,В работе
2026-04-18,Д-2026-01089,116,Ковалев Дмитрий.,Розница,3,Сидоров В.Г.,Арматура,7,397.28,2780.96,Оплачено
2026-04-18,Д-2026-00993,91,ООО «КавказМет-091»,Опт,2,Петров Б.В.,Лист,234,714.65,167227.39,Оплачено
2026-04-18,Д-2026-01573,190,ООО «ДонСталь-190»,Опт,2,Петров Б.В.,Арматура,243,371.78,90342.59,Оплачено
2026-04-18,Д-2026-01735,169,ООО «ВолгаМет-169»,Опт,2,Петров Б.В.,Метизы,848,25.03,21227.97,Оплачено
2026-04-18,Д-2026-00079,174,ООО «ЮгМет-174»,Опт,2,Петров Б.В.,Арматура,496,461.08,228693.24,Оплачено
2026-04-18,Д-2026-00305,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,145,181.19,26272.97,Оплачено
2026-04-18,Д-2026-00965,200,Тимофеев Александр.,Розница,2,Петров Б.В.,Трубы,1,838.37,838.37,В работе
2026-04-18,Д-2026-00953,138,Семенов Николай.,Розница,2,Петров Б.В.,Арматура,24,455.41,10929.9,Оплачено
2026-04-18,Д-2026-00614,21,Иванов Петр.,Розница,3,Сидоров В.Г.,Арматура,19,348.91,6629.21,Оплачено
2026-04-18,Д-2026-01937,140,Тимофеев Николай.,Розница,2,Петров Б.В.,Лист,4,458.07,1832.3,Оплачено
2026-04-18,Д-2026-01225,62,ООО «МеталлИнвест-062»,Опт,1,Иванов А.А.,Трубы,160,621.31,99409.61,Оплачено
2026-04-18,Д-2026-01668,86,ООО «ПрофМет-086»,Опт,2,Петров Б.В.,Лист,98,206.63,20249.95,Оплачено
2026-04-19,Д-2026-00421,9,Новиков Иван.,Розница,2,Петров Б.В.,Метизы,52,159.3,8283.43,Оплачено
2026-04-19,Д-2026-01293,141,Иванов Михаил.,Розница,4,Кузнецов Д.Е.,Лист,8,748.74,5989.95,Отменено
2026-04-19,Д-2026-01385,155,Федоров Михаил.,Розница,4,Кузнецов Д.Е.,Метизы,58,184.5,10701.26,Оплачено
2026-04-19,Д-2026-00960,171,Волков Владимир.,Розница,4,Кузнецов Д.Е.,Метизы,37,217.29,8039.57,Оплачено
2026-04-19,Д-2026-01450,185,ООО «ЛистМет-185»,Опт,5,Соколова Е.Д.,Трубы,176,493.01,86770.04,В работе
2026-04-19,Д-2026-01923,175,Федоров Владимир.,Розница,2,Петров Б.В.,Лист,6,428.09,2568.55,В работе
2026-04-19,Д-2026-00132,148,Козлов Михаил.,Розница,2,Петров Б.В.,Трубы,1,651.97,651.97,Отозвано
2026-04-19,Д-2026-01731,180,ООО «АрмТорг-180»,Опт,5,Соколова Е.Д.,Трубы,482,999.55,481783.61,Отозвано
2026-04-19,Д-2026-01316,68,Козлов Андрей.,Розница,4,Кузнецов Д.Е.,Трубы,1,1123.01,1123.01,Оплачено
2026-04-19,Д-2026-00507,41,ООО «СтальПром-041»,Опт,2,Петров Б.В.,Лист,238,236.87,56375.86,В работе
2026-04-19,Д-2026-01014,143,Сидоров Михаил.,Розница,2,Петров Б.В.,Арматура,19,154.95,2944.04,Оплачено
2026-04-19,Д-2026-01519,83,ООО «ТрубТорг-083»,Опт,5,Соколова Е.Д.,Лист,57,258.04,14708.29,В работе
2026-04-20,Д-2026-01453,48,Козлов Сергей.,Розница,2,Петров Б.В.,Трубы,7,352.35,2466.46,Оплачено
2026-04-20,Д-2026-00454,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Метизы,54,24.4,1317.78,В работе
2026-04-20,Д-2026-00287,89,Новиков Алексей.,Розница,3,Сидоров В.Г.,Лист,1,568.07,568.07,В работе
2026-04-20,Д-2026-00790,152,ООО «ЦентрСталь-152»,Опт,5,Соколова Е.Д.,Лист,113,286.1,32329.55,Отменено
2026-04-20,Д-2026-01525,27,ООО «УралСталь-027»,Опт,5,Соколова Е.Д.,Трубы,416,1068.81,444625.41,Оплачено
2026-04-20,Д-2026-01255,198,Семенов Александр.,Розница,3,Сидоров В.Г.,Лист,9,803.63,7232.71,Оплачено
2026-04-20,Д-2026-01516,18,Семенов Иван.,Розница,2,Петров Б.В.,Арматура,24,386.73,9281.57,Оплачено
2026-04-20,Д-2026-00697,36,Ковалев Петр.,Розница,2,Петров Б.В.,Трубы,10,832.55,8325.45,Оплачено
2026-04-20,Д-2026-00404,127,Лебедев Николай.,Розница,3,Сидоров В.Г.,Арматура,3,642.44,1927.32,В работе
2026-04-21,Д-2026-01351,127,Лебедев Николай.,Розница,3,Сидоров В.Г.,Арматура,24,398.27,9558.58,Оплачено
2026-04-21,Д-2026-01373,51,Волков Сергей.,Розница,2,Петров Б.В.,Лист,7,781.18,5468.23,Оплачено
2026-04-21,Д-2026-01694,152,ООО «ЦентрСталь-152»,Опт,5,Соколова Е.Д.,Арматура,735,468.78,344549.96,Оплачено
2026-04-21,Д-2026-01196,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Лист,5,271.23,1356.14,Оплачено
2026-04-21,Д-2026-00944,104,Кузнецов Дмитрий.,Розница,2,Петров Б.В.,Трубы,8,401.91,3215.26,Оплачено
2026-04-21,Д-2026-00371,148,Козлов Михаил.,Розница,2,Петров Б.В.,Трубы,10,938.39,9383.89,Оплачено
2026-04-21,Д-2026-01204,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Трубы,62,960.52,59552.47,Оплачено
2026-04-21,Д-2026-00286,58,ООО «СтальИндустрия-058»,Опт,5,Соколова Е.Д.,Арматура,271,565.61,153279.99,Оплачено
2026-04-21,Д-2026-01680,163,Сидоров Владимир.,Розница,4,Кузнецов Д.Е.,Метизы,26,185.37,4819.72,В работе
2026-04-21,Д-2026-00128,13,Соловьев Иван.,Розница,3,Сидоров В.Г.,Арматура,17,645.39,10971.56,Оплачено
2026-04-21,Д-2026-00047,14,ООО «ЮгМет-014»,Опт,2,Петров Б.В.,Метизы,1405,52.98,74441.19,Оплачено
2026-04-21,Д-2026-00398,138,Семенов Николай.,Розница,2,Петров Б.В.,Арматура,12,535.48,6425.73,Оплачено
2026-04-21,Д-2026-01423,110,ООО «ДонСталь-110»,Опт,1,Иванов А.А.,Трубы,446,272.36,121473.29,Оплачено
2026-04-21,Д-2026-01221,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Метизы,67,104.41,6995.37,Оплачено
2026-04-21,Д-2026-00618,104,Кузнецов Дмитрий.,Розница,2,Петров Б.В.,Арматура,18,247.53,4455.53,В работе
2026-04-21,Д-2026-00367,21,Иванов Петр.,Розница,3,Сидоров В.Г.,Лист,8,358.29,2866.3,Оплачено
2026-04-22,Д-2026-00457,158,Семенов Михаил.,Розница,3,Сидоров В.Г.,Арматура,28,196.51,5502.31,В работе
2026-04-22,Д-2026-01871,82,Петров Алексей.,Розница,3,Сидоров В.Г.,Арматура,29,464.52,13470.95,Оплачено
2026-04-22,Д-2026-00269,158,Семенов Михаил.,Розница,3,Сидоров В.Г.,Арматура,9,222.43,2001.88,Оплачено
2026-04-22,Д-2026-00550,101,ООО «СтальПром-101»,Опт,2,Петров Б.В.,Трубы,395,253.67,100201.23,Оплачено
2026-04-22,Д-2026-00045,98,Семенов Алексей.,Розница,2,Петров Б.В.,Трубы,9,485.02,4365.2,В работе
2026-04-22,Д-2026-01391,144,ООО «АрмСтрой-144»,Опт,2,Петров Б.В.,Арматура,164,248.0,40672.57,Оплачено
2026-04-22,Д-2026-01476,7,ООО «УралСталь-007»,Опт,1,Иванов А.А.,Трубы,449,1046.93,470071.51,Оплачено
2026-04-23,Д-2026-00948,156,ООО «БелМеталл-156»,Опт,2,Петров Б.В.,Трубы,252,625.88,157721.23,В работе
2026-04-23,Д-2026-00682,80,ООО «АрмТорг-080»,Опт,5,Соколова Е.Д.,Трубы,359,529.48,190083.05,Оплачено
2026-04-23,Д-2026-00203,136,ООО «БелМеталл-136»,Опт,5,Соколова Е.Д.,Лист,255,246.43,62840.0,Отменено
2026-04-23,Д-2026-00616,175,Федоров Владимир.,Розница,2,Петров Б.В.,Арматура,18,312.66,5627.9,Оплачено
2026-04-23,Д-2026-00678,186,Попов Александр.,Розница,4,Кузнецов Д.Е.,Метизы,31,126.96,3935.71,Оплачено
2026-04-23,Д-2026-00677,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Трубы,4,1156.86,4627.42,В работе
2026-04-23,Д-2026-00437,185,ООО «ЛистМет-185»,Опт,5,Соколова Е.Д.,Лист,236,524.23,123718.44,Оплачено
2026-04-23,Д-2026-01274,104,Кузнецов Дмитрий.,Розница,2,Петров Б.В.,Арматура,4,553.74,2214.96,Оплачено
2026-04-23,Д-2026-01910,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Трубы,13,675.77,8785.02,Оплачено
2026-04-23,Д-2026-00040,180,ООО «АрмТорг-180»,Опт,5,Соколова Е.Д.,Трубы,183,574.4,105116.06,Отменено
2026-04-23,Д-2026-01682,173,Соловьев Владимир.,Розница,3,Сидоров В.Г.,Арматура,17,580.12,9862.02,Отозвано
2026-04-23,Д-2026-00401,138,Семенов Николай.,Розница,2,Петров Б.В.,Арматура,25,611.17,15279.26,Отменено
2026-04-23,Д-2026-00089,126,Попов Николай.,Розница,2,Петров Б.В.,Трубы,3,982.41,2947.24,В работе
2026-04-23,Д-2026-00847,81,Иванов Алексей.,Розница,3,Сидоров В.Г.,Метизы,24,134.76,3234.3,Оплачено
2026-04-23,Д-2026-01826,151,Волков Михаил.,Розница,3,Сидоров В.Г.,Арматура,17,550.75,9362.81,В работе
2026-04-23,Д-2026-01201,138,Семенов Николай.,Розница,2,Петров Б.В.,Арматура,11,532.82,5860.99,Оплачено
2026-04-23,Д-2026-01980,161,Иванов Владимир.,Розница,2,Петров Б.В.,Трубы,10,841.11,8411.12,Оплачено
2026-04-23,Д-2026-01904,114,Васильев Дмитрий.,Розница,4,Кузнецов Д.Е.,Метизы,5,83.37,416.83,Оплачено
2026-04-23,Д-2026-00122,171,Волков Владимир.,Розница,4,Кузнецов Д.Е.,Трубы,12,958.43,11501.17,Оплачено
2026-04-23,Д-2026-01829,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Метизы,52,90.79,4721.2,Оплачено
2026-04-24,Д-2026-01811,107,Лебедев Дмитрий.,Розница,4,Кузнецов Д.Е.,Метизы,37,208.78,7724.86,Оплачено
2026-04-24,Д-2026-00181,169,ООО «ВолгаМет-169»,Опт,2,Петров Б.В.,Трубы,436,1069.29,466211.27,Оплачено
2026-04-24,Д-2026-01769,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Метизы,63,221.03,13925.08,Отозвано
2026-04-24,Д-2026-00858,127,Лебедев Николай.,Розница,3,Сидоров В.Г.,Метизы,15,90.17,1352.59,Оплачено
2026-04-24,Д-2026-00384,61,Иванов Андрей.,Розница,2,Петров Б.В.,Арматура,20,388.02,7760.44,В работе
2026-04-24,Д-2026-00166,79,Егоров Андрей.,Розница,3,Сидоров В.Г.,Лист,4,259.96,1039.84,Отменено
2026-04-24,Д-2026-01031,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Арматура,793,522.15,414064.91,В работе
2026-04-24,Д-2026-01099,71,Волков Андрей.,Розница,4,Кузнецов Д.Е.,Лист,6,371.7,2230.17,Оплачено
2026-04-24,Д-2026-01122,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Трубы,225,325.41,73217.79,Оплачено
2026-04-24,Д-2026-00046,30,ООО «ДонСталь-030»,Опт,5,Соколова Е.Д.,Метизы,585,110.86,64851.21,Отменено
2026-04-24,Д-2026-01340,148,Козлов Михаил.,Розница,2,Петров Б.В.,Арматура,11,209.52,2304.77,Отозвано
2026-04-24,Д-2026-01153,21,Иванов Петр.,Розница,3,Сидоров В.Г.,Арматура,4,633.96,2535.85,Отозвано
2026-04-24,Д-2026-00341,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,477,332.23,158472.72,Отменено
2026-04-25,Д-2026-00415,46,Попов Сергей.,Розница,2,Петров Б.В.,Лист,4,360.72,1442.87,Оплачено
2026-04-25,Д-2026-00455,157,Павлов Михаил.,Розница,4,Кузнецов Д.Е.,Лист,6,575.15,3450.93,В работе
2026-04-25,Д-2026-00514,90,Морозов Алексей.,Розница,3,Сидоров В.Г.,Арматура,3,394.26,1182.79,В работе
2026-04-25,Д-2026-00604,8,Козлов Иван.,Розница,4,Кузнецов Д.Е.,Метизы,59,82.71,4879.87,В работе
2026-04-25,Д-2026-00392,74,Васильев Андрей.,Розница,3,Сидоров В.Г.,Арматура,4,626.35,2505.41,Отозвано
2026-04-25,Д-2026-02000,152,ООО «ЦентрСталь-152»,Опт,5,Соколова Е.Д.,Арматура,197,472.71,93124.66,Оплачено
2026-04-25,Д-2026-01203,51,Волков Сергей.,Розница,2,Петров Б.В.,Трубы,7,1086.2,7603.4,Оплачено
2026-04-25,Д-2026-00149,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Арматура,704,331.56,233420.47,Оплачено
2026-04-25,Д-2026-01165,90,Морозов Алексей.,Розница,3,Сидоров В.Г.,Метизы,25,42.76,1069.07,Оплачено
2026-04-26,Д-2026-00543,148,Козлов Михаил.,Розница,2,Петров Б.В.,Арматура,18,260.84,4695.13,Отозвано
2026-04-26,Д-2026-01866,141,Иванов Михаил.,Розница,4,Кузнецов Д.Е.,Метизы,30,43.2,1296.13,Оплачено
